StationName,Latitude,Longitude,StartYear,EndYear,NormalValue.Element,NormalValue.ValueOnJanuary,NormalValue.ValueOnFebruary,NormalValue.ValueOnMarch,NormalValue.ValueOnApril,NormalValue.ValueOnMay,NormalValue.ValueOnJune,NormalValue.ValueOnJuly,NormalValue.ValueOnAugust,NormalValue.ValueOnSeptember,NormalValue.ValueOnOctober,NormalValue.ValueOnNovember,NormalValue.ValueOnDecember
PRACHUAP KHIRIKHAN,11.833,99.833,1981,2010,Mean Minimum Temperature,20.555,21.737,23.379,24.951,25.34,25.33,24.94,24.95,24.58,23.79,23,21.21
PRACHUAP KHIRIKHAN,11.833,99.833,1981,2010,Mean Dry-bulb Temperature,25.436,26.649,27.91,29.248,28.87,28.4,28.01,27.8,27.7,27.08,26.63,25.48
PRACHUAP KHIRIKHAN,11.833,99.833,1981,2010,Mean Relative Humidity,75.001,77.17,77.201,76.318,76.97,75.99,76.54,76.93,77.92,81.8,74.74,70.34
PRACHUAP KHIRIKHAN,11.833,99.833,1981,2010,Total Rainfall,24.407,21.76,71.83,55.464,126.95,86.16,109.35,99.06,99.47,227.82,154.46,15.03
HUA HIN,12.586,99.963,1981,2010,Mean Station Pressure,1011.417,1010.369,1009.092,1007.708,1006.46,1006.01,1006.18,1006.31,1007.36,1008.85,1010.32,1011.77
HUA HIN,12.586,99.963,1981,2010,Mean MSL Pressure,1012.293,1011.241,1009.964,1008.575,1007.32,1006.88,1007.04,1007.17,1008.23,1009.63,1011.19,1012.64
HUA HIN,12.586,99.963,1981,2010,Mean Maximum Temperature,29.884,31.274,32.407,33.649,33.64,33.39,33.07,32.98,32.37,31.04,30.32,29.5
HUA HIN,12.586,99.963,1981,2010,Mean Minimum Temperature,22.238,23.327,24.587,25.797,25.98,25.9,25.47,25.47,25.01,24.57,24.01,22.48
HUA HIN,12.586,99.963,1981,2010,Mean Dry-bulb Temperature,25.96,27.244,28.378,29.565,29.29,28.99,28.62,28.51,28.02,27.45,26.94,25.8
HUA HIN,12.586,99.963,1981,2010,Mean Relative Humidity,71.026,73.018,73.236,72.861,74.14,72.87,73.06,73.3,76.83,79.84,73.5,67.4
HUA HIN,12.586,99.963,1981,2010,Total Rainfall,11.831,15.33,53.874,46.39,108.89,78.87,93.02,71.23,120.39,246.2,101.2,7.95
NONG PHLUB AGROMET.,12.583,99.733,1981,2010,Mean Station Pressure,1000.102,998.767,997.433,996.528,995.16,994.82,995.07,994.92,995.8,997.21,998.62,999.15
NONG PHLUB AGROMET.,12.583,99.733,1981,2010,Mean MSL Pressure,1012.53,1011.096,1009.687,1008.749,1007.4,1007.05,1007.33,1007.17,1008.08,1009.52,1011,1011.57
NONG PHLUB AGROMET.,12.583,99.733,1981,2010,Mean Maximum Temperature,32.026,34.344,35.714,35.879,34.1,33.87,32.99,33.23,32.92,31.58,30.84,31.37
NONG PHLUB AGROMET.,12.583,99.733,1981,2010,Mean Minimum Temperature,18.934,20.793,22.297,23.543,23.91,23.92,23.6,23.67,23.41,23.24,21.31,19.49
NONG PHLUB AGROMET.,12.583,99.733,1981,2010,Mean Dry-bulb Temperature,24.554,26.523,27.946,28.465,27.62,27.62,27.08,27.16,26.74,26.27,25.21,24.55
NONG PHLUB AGROMET.,12.583,99.733,1981,2010,Mean Relative Humidity,71.469,71.763,71.948,75.859,81.55,80.7,81.56,80.37,83.47,85.7,77.79,72.83
NONG PHLUB AGROMET.,12.583,99.733,1981,2010,Total Rainfall,10.315,9.428,55.601,55.987,139.22,89.42,109.43,96.67,169.02,239.25,89.49,6.14
TRAD,11.767,102.883,1981,2010,Mean Station Pressure,1011.432,1010.923,1009.891,1008.619,1007.58,1007.36,1007.46,1007.51,1008.3,1009.03,1009.82,1011.15
TRAD,11.767,102.883,1981,2010,Mean MSL Pressure,1012.047,1011.632,1010.513,1009.269,1008.26,1008.06,1008.18,1008.23,1008.98,1009.69,1010.49,1011.77
TRAD,11.767,102.883,1981,2010,Mean Maximum Temperature,31.469,31.726,32.41,33.191,32.61,31.28,30.67,30.53,30.92,31.53,32.16,31.72
TRAD,11.767,102.883,1981,2010,Mean Minimum Temperature,21.789,22.961,24.007,24.609,24.71,24.14,23.85,24.01,23.77,23.4,23.2,22.13
TRAD,11.767,102.883,1981,2010,Mean Dry-bulb Temperature,26.516,27.183,27.93,28.482,28.19,27.39,27,27.02,26.88,26.81,27.33,26.75
TRAD,11.767,102.883,1981,2010,Mean Relative Humidity,73.199,77.335,79.058,80.364,83.14,86.58,86.91,87.3,86.97,84.57,74.99,69.23
TRAD,11.767,102.883,1981,2010,Total Rainfall,37.217,85.963,115.287,185.384,426.71,829.92,971.62,1040.41,680.97,377.38,73.59,21.34
CHUMPHON,10.499,99.188,1981,2010,Mean Station Pressure,1011.479,1010.867,1009.789,1008.55,1007.65,1006.97,1007.74,1007.97,1008.68,1009.42,1010.15,1011.45
CHUMPHON,10.499,99.188,1981,2010,Mean MSL Pressure,1012.093,1011.478,1010.397,1009.157,1008.26,1008.15,1008.35,1008.58,1009.3,1010.04,1010.76,1012.06
CHUMPHON,10.499,99.188,1981,2010,Mean Maximum Temperature,30.85,32.085,33.42,34.491,33.32,32.34,31.89,31.59,31.59,31.15,30.32,30.05
CHUMPHON,10.499,99.188,1981,2010,Mean Minimum Temperature,21.448,22.198,23.259,24.512,24.71,24.64,24.27,24.35,24.12,23.73,22.97,21.44
CHUMPHON,10.499,99.188,1981,2010,Mean Dry-bulb Temperature,25.656,26.666,27.766,28.749,27.98,27.62,27.24,27.14,26.91,26.63,25.98,25.3
CHUMPHON,10.499,99.188,1981,2010,Mean Relative Humidity,80.662,79.24,77.824,77.518,81.49,81.41,81.88,82.08,83.5,85.2,83.98,79.95
CHUMPHON,10.499,99.188,1981,2010,Total Rainfall,59.4,44.694,97.22,85.827,190.84,167.18,179.04,207.52,178.35,251.61,287.93,123.32
SAWI AGROMET.,10.333,99.1,1981,2010,Mean Station Pressure,1010.641,1009.846,1008.608,1007.666,1006.65,1006.64,1006.97,1006.91,1007.53,1008.18,1008.73,1009.41
SAWI AGROMET.,10.333,99.1,1981,2010,Mean MSL Pressure,1012.184,1011.383,1010.137,1009.19,1008.18,1008.16,1008.5,1008.44,1009.06,1009.71,1010.26,1010.95
SAWI AGROMET.,10.333,99.1,1981,2010,Mean Maximum Temperature,30.83,31.945,33.314,34.072,33.21,33.05,31.85,32.1,31.95,31.13,30.23,30.46
SAWI AGROMET.,10.333,99.1,1981,2010,Mean Minimum Temperature,20.936,21.498,22.635,23.812,24.2,24.34,24.15,24.15,23.94,23.54,22.57,21.4
SAWI AGROMET.,10.333,99.1,1981,2010,Mean Dry-bulb Temperature,25.46,26.431,27.595,28.289,27.74,27.91,27.29,27.46,27.23,26.7,25.87,25.45
SAWI AGROMET.,10.333,99.1,1981,2010,Mean Relative Humidity,79.697,79.169,78.466,78.648,81.9,80.1,81.85,80.17,81.21,83.86,83.31,80.97
SAWI AGROMET.,10.333,99.1,1981,2010,Total Rainfall,59.41,45.749,84.214,91.343,199.57,159.17,166.4,219.87,178.9,264.28,315.72,118.06
RANONG,9.983,98.617,1981,2010,Mean Station Pressure,1010.399,1009.892,1008.997,1008.071,1007.47,1007.57,1007.8,1008.09,1008.72,1009.04,1009.3,1010.32
RANONG,9.983,98.617,1981,2010,Mean MSL Pressure,1011.352,1010.844,1009.946,1009.018,1008.42,1008.52,1008.74,1009.03,1009.67,1009.99,1010.25,1011.27
RANONG,9.983,98.617,1981,2010,Mean Maximum Temperature,32.794,34.133,34.957,34.618,32.41,31.16,30.85,30.54,30.51,30.98,31.36,31.66
RANONG,9.983,98.617,1981,2010,Mean Minimum Temperature,21.853,22.23,23.356,24.587,24.7,24.53,24.29,24.23,23.91,23.59,23.27,22.38
RANONG,9.983,98.617,1981,2010,Mean Dry-bulb Temperature,26.689,27.536,28.411,28.757,27.66,27.26,26.91,26.75,26.44,26.4,26.52,26.34
RANONG,9.983,98.617,1981,2010,Mean Relative Humidity,72.438,70.416,71.415,75.992,83.17,84.21,84.71,85.5,86.27,85.45,80.41,74.56
RANONG,9.983,98.617,1981,2010,Total Rainfall,10.017,16.004,65.213,152.56,496.64,649.38,620.73,789.05,646.45,424.52,152.29,45.55
SURAT THANI,9.136,99.152,1981,2010,Mean Station Pressure,1011.036,1010.245,1009.39,1008.174,1007.51,1007.5,1007.82,1007.98,1008.65,1009.24,1009.78,1010.92
SURAT THANI,9.136,99.152,1981,2010,Mean MSL Pressure,1011.834,1011.045,1010.185,1008.972,1008.31,1008.3,1008.61,1008.78,1009.46,1010.04,1010.58,1011.73
SURAT THANI,9.136,99.152,1981,2010,Mean Maximum Temperature,31.074,32.67,34.216,34.961,34,33.43,32.89,32.72,32.43,31.62,30.34,29.87
SURAT THANI,9.136,99.152,1981,2010,Mean Minimum Temperature,21.053,21.073,21.94,23.374,23.82,23.7,23.33,23.36,23.18,23.11,22.86,22.02
SURAT THANI,9.136,99.152,1981,2010,Mean Dry-bulb Temperature,25.605,26.418,27.49,28.252,27.67,27.57,27.09,27.02,26.65,26.35,25.96,25.51
SURAT THANI,9.136,99.152,1981,2010,Mean Relative Humidity,80.861,77.448,75.151,76.97,82.07,81.25,81.61,81.73,83.85,86.81,86.68,84.22
SURAT THANI,9.136,99.152,1981,2010,Total Rainfall,36.809,12.253,24.045,73.35,178.04,125.01,148.75,139.59,188.45,236.45,329.94,129.35
SURAT THANI AIRPORT,9.136,99.152,1981,2010,Mean Station Pressure,1010.407,1010.164,1008.883,1007.881,1007.38,1007.29,1007.48,1007.88,1008.39,1008.87,1009.48,1010.79
SURAT THANI AIRPORT,9.136,99.152,1981,2010,Mean MSL Pressure,1011.4,1011.153,1009.875,1008.867,1008.35,1008.25,1008.45,1008.8,1009.35,1009.84,1010.46,1011.76
SURAT THANI AIRPORT,9.136,99.152,1981,2010,Mean Maximum Temperature,31.076,32.588,34.188,35.272,34.03,33.15,32.79,32.56,32.39,31.58,30.08,29.64
SURAT THANI AIRPORT,9.136,99.152,1981,2010,Mean Minimum Temperature,21.406,21.265,22.018,23.461,23.84,23.62,23.26,23.22,23.12,23.07,22.85,22.03
SURAT THANI AIRPORT,9.136,99.152,1981,2010,Mean Dry-bulb Temperature,25.813,26.453,27.453,28.312,27.76,27.36,26.94,26.81,26.54,26.22,25.89,25.41
SURAT THANI AIRPORT,9.136,99.152,1981,2010,Mean Relative Humidity,81.35,78.3,76.75,77.1,81.9,82,81.9,82.65,84.3,86.15,86.25,84.05
SURAT THANI AIRPORT,9.136,99.152,1981,2010,Total Rainfall,34.468,20.382,53.709,66.057,154.62,119.65,118.41,136.42,152.53,237.24,293.14,141.5
KO SAMUI,9.467,100.05,1981,2010,Mean Station Pressure,1011.397,1010.954,1009.875,1008.569,1007.6,1007.49,1007.65,1007.86,1008.53,1009.15,1009.83,1011.09
KO SAMUI,9.467,100.05,1981,2010,Mean MSL Pressure,1012.021,1011.949,1010.898,1009.642,1008.74,1008.97,1009.13,1009.34,1009.96,1010.24,1010.92,1012.06
KO SAMUI,9.467,100.05,1981,2010,Mean Maximum Temperature,28.989,29.402,30.577,32.032,32.58,32.49,32.18,32.11,31.73,30.55,29.57,29.15
KO SAMUI,9.467,100.05,1981,2010,Mean Minimum Temperature,24.22,25.013,25.629,26.07,25.74,25.48,25.15,25.17,24.81,24.34,24.11,23.92
KO SAMUI,9.467,100.05,1981,2010,Mean Dry-bulb Temperature,26.751,27.369,28.225,29.117,28.91,28.7,28.34,28.25,27.87,27.2,26.79,26.55
KO SAMUI,9.467,100.05,1981,2010,Mean Relative Humidity,82.539,81.582,81.629,81.032,79.64,77.8,77.73,78.08,80.03,84.7,85.24,81.65
KO SAMUI,9.467,100.05,1981,2010,Total Rainfall,86.193,54.364,80.83,83.11,155.88,124.06,116.34,110.91,121.71,309.81,506.64,210.27
SURAT THANI AGROMET.,9.1,99.633,1981,2010,Mean Station Pressure,1009.911,1009.27,1008.107,1007.233,1006.45,1006.64,1006.77,1006.71,1007.34,1007.91,1008.05,1008.73
SURAT THANI AGROMET.,9.1,99.633,1981,2010,Mean MSL Pressure,1014.17,1013.511,1012.334,1011.449,1010.67,1010.86,1010.99,1010.93,1011.57,1012.15,1012.3,1012.98
SURAT THANI AGROMET.,9.1,99.633,1981,2010,Mean Maximum Temperature,30.483,32.261,33.552,34.277,33.4,33.26,32.69,32.85,32.33,31.33,30,30.25
SURAT THANI AGROMET.,9.1,99.633,1981,2010,Mean Minimum Temperature,21.579,21.691,22.397,23.266,23.92,23.83,23.88,23.64,23.59,23.24,22.74,22.08
SURAT THANI AGROMET.,9.1,99.633,1981,2010,Mean Dry-bulb Temperature,25.544,26.601,27.261,27.744,27.39,27.43,27.3,27.26,26.8,26.3,25.76,25.6
SURAT THANI AGROMET.,9.1,99.633,1981,2010,Mean Relative Humidity,83.963,78.384,78.445,80.288,83.78,82.12,81.49,80.64,83.17,85.71,88.09,85.38
SURAT THANI AGROMET.,9.1,99.633,1981,2010,Total Rainfall,63.582,50.73,63.662,90.454,172.67,156.06,140.57,132.27,196.32,302.5,436.23,227.27
PHRA SANG,8.57,99.258,1981,2010,Mean Station Pressure,1009.463,1009.148,1007.924,1007.345,1006.91,1007.12,1007.24,1007.48,1007.96,1008.27,1008.3,1009.04
PHRA SANG,8.57,99.258,1981,2010,Mean MSL Pressure,1011.642,1010.952,1010.041,1009.283,1008.62,1008.84,1009.22,1009.2,1009.82,1010.27,1010.17,1010.71
PHRA SANG,8.57,99.258,1981,2010,Mean Maximum Temperature,32.385,34.357,35.018,35.069,33.35,32.52,32.25,32.29,32.2,31.49,31,30.99
PHRA SANG,8.57,99.258,1981,2010,Mean Minimum Temperature,21.32,20.988,22.008,23.237,23.68,23.41,23.19,23.14,23.12,23.17,22.94,22.06
PHRA SANG,8.57,99.258,1981,2010,Mean Dry-bulb Temperature,26.344,27.259,27.878,28.19,27.57,27.23,26.9,26.95,26.8,26.46,26.37,26.1
PHRA SANG,8.57,99.258,1981,2010,Mean Relative Humidity,80.183,75.095,76.403,79.017,84.12,84.88,85.35,84.71,85.5,87.08,86.76,84.43
PHRA SANG,8.57,99.258,1981,2010,Total Rainfall,43.8,42.708,102.7,114.685,161.63,151.31,172.42,182.42,169.97,226.15,180.14,92.57
NAKHONSI THAMMARAT,8.538,99.964,1981,2010,Mean Station Pressure,1011.038,1010.568,1009.48,1008.209,1007.34,1007.24,1007.41,1007.61,1008.29,1008.89,1009.53,1010.75
NAKHONSI THAMMARAT,8.538,99.964,1981,2010,Mean MSL Pressure,1012.115,1011.805,1010.593,1009.386,1008.52,1008.38,1008.53,1008.77,1009.43,1009.99,1010.63,1011.84
NAKHONSI THAMMARAT,8.538,99.964,1981,2010,Mean Maximum Temperature,30.38,31.523,32.883,33.98,33.98,33.95,33.75,33.72,33.06,31.77,30.2,29.63
NAKHONSI THAMMARAT,8.538,99.964,1981,2010,Mean Minimum Temperature,22.141,22.026,22.696,23.651,24.02,23.96,23.55,23.52,23.24,23.14,22.95,22.46
NAKHONSI THAMMARAT,8.538,99.964,1981,2010,Mean Dry-bulb Temperature,26.025,26.547,27.439,28.354,28.18,28.19,27.88,27.77,27.25,26.73,26.14,25.74
NAKHONSI THAMMARAT,8.538,99.964,1981,2010,Mean Relative Humidity,83.481,80.925,79.922,79.591,81.2,78.71,78.53,77.88,81.76,85.26,87.16,85.78
NAKHONSI THAMMARAT,8.538,99.964,1981,2010,Total Rainfall,145.387,68.237,89.667,107.013,173.75,117.33,117.83,129.8,161.64,303,631.24,451.71
KHANOM,9.243,99.858,1981,2010,Mean Station Pressure,1010.414,1010.101,1008.919,1007.913,1007.32,1005.48,1006.15,1007.3,1007.86,1008.43,1009.08,1010.55
KHANOM,9.243,99.858,1981,2010,Mean MSL Pressure,,,,,,,,,,,,
KHANOM,9.243,99.858,1981,2010,Mean Maximum Temperature,30.244,31.033,32.1,33.325,33.5,32.63,32.46,32.53,32.13,30.94,29.91,29.63
KHANOM,9.243,99.858,1981,2010,Mean Minimum Temperature,24.275,24.444,25,25.725,25.84,25.58,25.38,25.3,25.06,24.66,24.23,23.76
KHANOM,9.243,99.858,1981,2010,Mean Dry-bulb Temperature,,,,,,32.1,,,,,,
KHANOM,9.243,99.858,1981,2010,Mean Relative Humidity,,,,,,51,,,,,,
KHANOM,9.243,99.858,1981,2010,Total Rainfall,121.6,105.689,160.1,77.35,140.9,160.7,141.76,118.65,158.58,308.6,521.89,299.89
NAKHONSI THAMMARAT AGROMET.,8.359,100,1981,2010,Mean Station Pressure,1011.253,1010.709,1009.518,1008.663,1007.72,1007.67,1007.9,1007.8,1008.34,1008.98,1009.19,1009.98
NAKHONSI THAMMARAT AGROMET.,8.359,100,1981,2010,Mean MSL Pressure,1011.601,1011.057,1009.865,1009.008,1008.06,1008.02,1008.25,1008.15,1008.69,1009.34,1009.55,1010.34
NAKHONSI THAMMARAT AGROMET.,8.359,100,1981,2010,Mean Maximum Temperature,30.205,31.551,32.83,33.589,33.39,33.66,33.09,33.46,32.92,31.66,29.76,29.8
NAKHONSI THAMMARAT AGROMET.,8.359,100,1981,2010,Mean Minimum Temperature,23.111,22.787,23.524,24.323,24.77,24.63,24.34,24.2,24.17,23.99,23.82,23.45
NAKHONSI THAMMARAT AGROMET.,8.359,100,1981,2010,Mean Dry-bulb Temperature,26.246,26.811,27.561,28.189,28.03,28.18,27.75,27.92,27.51,27,26.43,26.24
NAKHONSI THAMMARAT AGROMET.,8.359,100,1981,2010,Mean Relative Humidity,85.401,81.769,81.726,82.647,84.11,82.1,81.94,80.42,83.04,86.22,89.04,87.21
NAKHONSI THAMMARAT AGROMET.,8.359,100,1981,2010,Total Rainfall,118.507,55.911,83.489,116.378,175.78,113.5,126.16,121.23,161.53,297.33,589.27,383.2
CHAWANG,8.432,99.512,1981,2010,Mean Station Pressure,1007.525,1007.464,1006.287,1005.64,1005.29,1005.45,1005.54,1005.81,1006.24,1006.46,1006.42,1007.12
CHAWANG,8.432,99.512,1981,2010,Mean MSL Pressure,1011.518,1011.099,1010.192,1009.416,1008.8,1009,1009.37,1009.29,1009.86,1010.25,1010.16,1010.66
CHAWANG,8.432,99.512,1981,2010,Mean Maximum Temperature,32.807,34.559,35.254,35.537,33.85,32.9,32.61,32.57,32.47,31.82,31.43,31.48
CHAWANG,8.432,99.512,1981,2010,Mean Minimum Temperature,20.692,20.338,21.2,22.092,22.77,22.72,22.48,22.55,22.63,22.72,22.41,21.5
CHAWANG,8.432,99.512,1981,2010,Mean Dry-bulb Temperature,26.212,27.186,27.91,28.296,27.55,27.33,26.94,27.08,26.91,26.44,26.27,25.92
CHAWANG,8.432,99.512,1981,2010,Mean Relative Humidity,79.546,75.519,76.392,78.772,84.49,84.61,85.61,84.77,85.6,87.25,86.67,83.51
CHAWANG,8.432,99.512,1981,2010,Total Rainfall,38.377,39.015,116.862,105.424,206.21,187.78,192.06,220.01,242.98,221.62,203.91,120.58
PHATTHALUNG AGROMET.,7.583,100.167,1981,2010,Mean Station Pressure,1011.175,1010.761,1009.53,1008.567,1007.93,1007.77,1008.04,1008,1008.72,1009.16,1009.18,1009.89
PHATTHALUNG AGROMET.,7.583,100.167,1981,2010,Mean MSL Pressure,1011.653,1011.238,1010.005,1009.041,1008.41,1008.24,1008.52,1008.48,1009.2,1009.64,1009.66,1010.37
PHATTHALUNG AGROMET.,7.583,100.167,1981,2010,Mean Maximum Temperature,30.721,31.876,32.872,33.674,33.45,33.38,33.12,33.23,32.95,32.09,29.99,29.79
PHATTHALUNG AGROMET.,7.583,100.167,1981,2010,Mean Minimum Temperature,23.395,23.47,24.06,24.787,24.76,24.45,24.33,24.29,24.3,24.25,24.1,24.01
PHATTHALUNG AGROMET.,7.583,100.167,1981,2010,Mean Dry-bulb Temperature,26.87,27.462,28.093,28.698,28.25,28.14,27.84,27.97,27.63,27.32,26.64,26.6
PHATTHALUNG AGROMET.,7.583,100.167,1981,2010,Mean Relative Humidity,83.985,80.848,80.881,81.186,82.22,81.04,81.03,80.36,81.63,83.53,88.13,86.15
PHATTHALUNG AGROMET.,7.583,100.167,1981,2010,Total Rainfall,96.755,64.435,102.714,115.014,113.36,82.72,92.6,89.11,119.3,232.7,522.22,448.66
TAKUA PA,8.684,98.252,1981,2010,Mean Station Pressure,1010.359,1009.983,1009.21,1008.383,1007.95,1008.16,1008.33,1008.65,1009.19,1009.36,1009.35,1010.2
TAKUA PA,8.684,98.252,1981,2010,Mean MSL Pressure,1010.832,1010.454,1009.844,1008.642,1008.42,1008.63,1008.8,1009.13,1009.68,1009.85,1009.83,1010.69
TAKUA PA,8.684,98.252,1981,2010,Mean Maximum Temperature,32.849,33.481,34.045,34.024,32.7,32.04,31.72,31.45,31.02,31.23,31.83,32.07
TAKUA PA,8.684,98.252,1981,2010,Mean Minimum Temperature,21.475,21.837,22.782,23.945,24.34,24.42,24.2,24.29,23.63,23.27,22.88,22.06
TAKUA PA,8.684,98.252,1981,2010,Mean Dry-bulb Temperature,26.433,26.962,27.704,28.201,27.85,27.75,27.4,27.35,26.69,26.46,26.49,26.32
TAKUA PA,8.684,98.252,1981,2010,Mean Relative Humidity,78.617,78.783,79.929,82.509,85.74,85.83,86.05,86.27,88.21,88.11,84.87,79.47
TAKUA PA,8.684,98.252,1981,2010,Total Rainfall,39.428,41.124,114.61,210.045,437.47,424.2,429.92,545.04,595.46,517.8,240.9,61.74
PHUKET,7.883,98.4,1981,2010,Mean Station Pressure,1010.352,1009.956,1009.167,1008.34,1007.91,1008.06,1008.27,1008.57,1009.09,1009.29,1009.36,1010.19
PHUKET,7.883,98.4,1981,2010,Mean MSL Pressure,1010.745,1010.378,1009.589,1008.761,1008.33,1008.48,1008.69,1008.99,1009.52,1009.72,1009.78,1010.61
PHUKET,7.883,98.4,1981,2010,Mean Maximum Temperature,32.678,33.595,33.98,33.858,32.81,32.42,32.02,31.99,31.53,31.49,31.66,31.73
PHUKET,7.883,98.4,1981,2010,Mean Minimum Temperature,24.474,24.858,25.388,25.775,25.6,25.46,25.1,25.28,24.62,24.46,24.68,24.43
PHUKET,7.883,98.4,1981,2010,Mean Dry-bulb Temperature,28.112,28.742,29.186,29.425,28.78,28.58,28.15,28.15,27.51,27.39,27.65,27.56
PHUKET,7.883,98.4,1981,2010,Mean Relative Humidity,70.49,68.8,71.116,74.769,79.11,78.72,79.18,78.53,81.72,82.24,78.73,74.58
PHUKET,7.883,98.4,1981,2010,Total Rainfall,30.31,23.91,73.453,142.853,259.53,213.35,258.15,286.76,361.18,320.14,177.44,72.41
PHUKET AIRPORT,8.145,98.314,1981,2010,Mean Station Pressure,1009.667,1009.317,1008.543,1007.734,1007.28,1007.45,1007.11,1008.01,1008.51,1008.16,1008.71,1009.53
PHUKET AIRPORT,8.145,98.314,1981,2010,Mean MSL Pressure,1010.729,1010.376,1009.601,1008.791,1008.34,1008.51,1008.71,1009.07,1009.59,1009.75,1009.76,1010.58
PHUKET AIRPORT,8.145,98.314,1981,2010,Mean Maximum Temperature,32.089,33.134,33.645,33.41,32.23,31.7,31.34,31.16,30.7,30.78,31.06,31.18
PHUKET AIRPORT,8.145,98.314,1981,2010,Mean Minimum Temperature,22.602,22.824,23.415,24.154,24.69,24.88,24.64,24.9,24.16,23.78,23.47,22.92
PHUKET AIRPORT,8.145,98.314,1981,2010,Mean Dry-bulb Temperature,27.033,27.658,28.259,28.614,28.38,28.33,27.95,27.97,27.34,26.99,26.89,26.71
PHUKET AIRPORT,8.145,98.314,1981,2010,Mean Relative Humidity,75.691,74.518,76.378,79.933,82.43,81.49,82.01,81.69,84.37,85.84,83.23,78.66
PHUKET AIRPORT,8.145,98.314,1981,2010,Total Rainfall,36.234,27.16,100.267,154.014,281.46,256.79,261.54,329.77,399.13,353.38,207.82,67.43
KO LANTA,7.533,99.05,1981,2010,Mean Station Pressure,1010.026,1009.688,1008.991,1008.167,1007.87,1007.97,1008.25,1008.51,1009.04,1009.23,1009.17,1009.87
KO LANTA,7.533,99.05,1981,2010,Mean MSL Pressure,1010.711,1010.39,1009.686,1008.965,1008.6,1008.77,1009.03,1009.32,1009.85,1010.04,1010,1010.7
KO LANTA,7.533,99.05,1981,2010,Mean Maximum Temperature,32.718,33.651,34.128,33.881,32.47,31.79,31.47,31.21,30.8,30.88,31.04,31.23
KO LANTA,7.533,99.05,1981,2010,Mean Minimum Temperature,23.911,24.077,24.588,25.005,25.34,25.39,25.04,25.23,24.75,24.38,24.1,23.62
KO LANTA,7.533,99.05,1981,2010,Mean Dry-bulb Temperature,27.643,28.198,28.752,29.04,28.73,28.5,28.19,28.19,27.63,27.26,27.09,26.95
KO LANTA,7.533,99.05,1981,2010,Mean Relative Humidity,74.503,73.675,75.679,79.058,82.42,82.39,82.33,82.75,84.83,85.62,83.47,78.85
KO LANTA,7.533,99.05,1981,2010,Total Rainfall,14.917,17.952,60.297,119,244.78,258.46,296.29,304.18,330.28,325.4,147.09,55.6
KRABI,8.104,98.975,1981,2010,Mean Station Pressure,1007.962,1007.702,1007.062,1006.401,1006.11,1006.24,1005.96,1006.44,1006.88,1006.93,1006.97,1007.66
KRABI,8.104,98.975,1981,2010,Mean MSL Pressure,1011.029,1010.187,1009.093,1008.191,1007.44,1008.19,1008.41,1008.38,1008.89,1009.4,1009.25,1009.77
KRABI,8.104,98.975,1981,2010,Mean Maximum Temperature,32.888,34.158,34.306,34.126,32.89,31.93,31.48,31.43,31.24,31.26,31.06,31.43
KRABI,8.104,98.975,1981,2010,Mean Minimum Temperature,21.572,21.999,23.028,23.552,23.74,23.28,23.01,22.92,22.85,22.43,22.47,21.67
KRABI,8.104,98.975,1981,2010,Mean Dry-bulb Temperature,26.593,27.499,27.649,27.937,27.63,27.21,26.77,26.88,26.56,26.24,26.18,26.19
KRABI,8.104,98.975,1981,2010,Mean Relative Humidity,77.147,73.486,79.095,82.349,85.14,86.04,86.71,85.4,87.13,88,85.95,82.61
KRABI,8.104,98.975,1981,2010,Total Rainfall,32.047,43.369,98.342,147.158,171.63,192.71,201.07,266.3,275.17,323.54,179.69,67.78
TRANG AIRPORT,7.517,99.617,1981,2010,Mean Station Pressure,1008.837,1008.453,1007.678,1006.864,1006.53,1006.72,1006.93,1007.22,1007.77,1007.93,1007.9,1008.71
TRANG AIRPORT,7.517,99.617,1981,2010,Mean MSL Pressure,1010.572,1010.181,1009.405,1008.59,1008.26,1008.45,1008.66,1008.96,1009.51,1009.67,1009.64,1010.46
TRANG AIRPORT,7.517,99.617,1981,2010,Mean Maximum Temperature,32.59,34.406,35.328,35.239,33.56,32.78,32.33,32.23,31.94,31.78,31.33,31.17
TRANG AIRPORT,7.517,99.617,1981,2010,Mean Minimum Temperature,21.872,21.788,22.454,23.194,23.44,23.21,22.89,23.05,22.87,22.8,22.69,22.31
TRANG AIRPORT,7.517,99.617,1981,2010,Mean Dry-bulb Temperature,26.803,27.55,28.133,28.313,27.74,27.44,27.04,27.01,26.64,26.45,26.38,26.25
TRANG AIRPORT,7.517,99.617,1981,2010,Mean Relative Humidity,75.091,72.326,74.27,79.279,84.36,85.03,85.57,85.3,87.12,87.81,85.83,81.39
TRANG AIRPORT,7.517,99.617,1981,2010,Total Rainfall,32.524,20.79,83.447,139.73,217.5,201.1,258.5,275.05,305.09,285.45,203.89,125.41
KHO HONG AGROMET.,7,100.5,1981,2010,Mean Station Pressure,1010.313,1009.714,1008.605,1007.766,1007.17,1007.32,1007.64,1007.64,1008.17,1008.52,1008.35,1009.01
KHO HONG AGROMET.,7,100.5,1981,2010,Mean MSL Pressure,1011.433,1010.831,1009.719,1008.877,1008.28,1008.43,1008.75,1008.75,1009.29,1009.64,1009.47,1010.13
